seconds,force (gF),temp (C),motor (%),accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2),gyro_thx (deg/sec),gyro_thy (deg/sec),gyro_thz (deg/sec),,,
211,23.28378356,10.84785176,30,5.587268066,-0.677697754,7.92421875,28.00598145,24.43847656,0.245666504,,,
212,15.21051188,10.87792266,30,5.688354492,-0.520385742,8.73470459,12.0803833,-72.17254639,-20.08056641,,,
213,9.26671185,10.88545472,30,4.847961426,2.435644531,7.004272461,44.34814453,-23.10333252,-35.01281738,,,
214,20.17147883,10.89299252,30,5.395861816,0.548498535,7.65625,-4.357910156,-13.74664307,-11.06567383,,,
215,21.31811741,10.93834019,30,7.75255127,-1.062902832,5.949145508,27.73895264,-39.91546631,-6.216430664,,,
216,15.14030951,10.93834019,30,6.988122559,-1.330871582,5.78046875,2.851867676,-1.773071289,10.86273193,,,
217,22.93277175,10.91564043,30,5.65246582,-1.241149902,9.133068848,-13.87481689,-21.76818848,-20.29418945,,,
218,22.37115285,10.91564043,30,6.671704102,-0.256005859,6.993505859,1.698303223,-13.47961426,-0.662231445,,,
219,22.18394655,10.93834019,30,7.283007813,0.081945801,6.462353516,6.8359375,-9.164428711,-1.142883301,,,
220,27.35552059,10.94591832,30,8.169458008,0.697436523,5.974865723,20.20874023,-28.7322998,-26.09405518,,,
221,15.04670636,10.94591832,30,6.367248535,0.836804199,6.80090332,11.00158691,30.21697998,14.30206299,,,
222,22.13714498,10.95350223,30,6.257189941,0.322998047,6.969580078,4.721069336,10.07232666,0.021362305,,,
223,20.07787568,10.9686874,30,6.381604004,0.570031738,6.968383789,-3.396606445,16.73736572,-11.49291992,,,
224,23.04977569,10.97628867,30,6.899597168,0.210546875,7.072460938,10.27526855,-30.68695068,-12.09106445,,,
225,18.27601504,10.9686874,30,6.424072266,1.216027832,7.949938965,-8.427429199,23.13537598,-2.029418945,,,
226,18.5334237,10.97628867,30,5.693737793,1.029406738,7.961303711,0.534057617,12.94555664,-9.132385254,,,
227,15.7253292,10.99912727,30,6.199169922,1.167578125,7.927807617,12.04833984,29.58679199,6.8359375,,,
228,16.52095598,10.9686874,30,5.927612305,1.609606934,8.171252441,7.220458984,-7.498168945,-6.002807617,,,
229,20.49908985,11.00675175,30,6.383996582,-0.653771973,7.296166992,-4.048156738,-72.57843018,-17.17529297,,,
230,18.62702685,10.99912727,30,7.226782227,1.338049316,6.790136719,18.13659668,27.37579346,1.04675293,,,
231,21.41172056,10.9915086,30,7.41340332,0.397167969,6.069372559,16.74804688,46.15325928,18.98040771,,,
232,24.336819,10.9915086,30,7.651464844,-0.721362305,5.09140625,1.025390625,-43.86749268,-17.60253906,,,
233,23.86880325,10.9915086,30,8.707788086,0.474926758,4.959216309,5.821228027,-16.54510498,-8.438110352,,,
234,20.4054867,11.00675175,30,9.028991699,0.712390137,5.03996582,8.010864258,-6.51550293,5.351257324,,,
235,25.4600568,11.03730785,30,7.689746094,1.126306152,5.769702148,12.82806396,-0.128173828,-7.049560547,,,
236,26.09187806,11.03730785,30,6.190795898,1.586279297,5.011254883,2.723693848,-89.75372314,-79.00848389,,,
237,23.63479538,11.02966009,30,9.118713379,0.09510498,3.907678223,30.47332764,-9.666442871,-29.1595459,,,
238,30.58482926,11.02966009,30,8.748461914,3.524865723,3.462658691,23.4664917,26.17950439,-8.715820313,,,
239,29.74240091,11.08331704,30,7.366748047,3.296972656,4.333557129,35.7925415,18.92700195,-24.1394043,,,
240,29.36798831,11.09870026,30,7.869787598,3.759936523,4.195983887,28.77502441,5.458068848,-11.6104126,,,
241,31.6378647,11.09100572,30,8.509204102,2.207751465,4.719958496,17.98706055,28.13415527,-2.403259277,,,
242,35.569197,11.10640066,30,7.452880859,4.496850586,3.221008301,0.352478027,-19.31152344,-5.158996582,,,
243,34.58636393,11.09100572,30,8.105456543,2.950048828,4.126599121,2.157592773,-18.11523438,-6.205749512,,,
244,37.0668474,11.09870026,30,7.629333496,4.189404297,3.314318848,-10.47821045,-26.39312744,14.31274414,,,
245,36.22441905,11.09870026,30,9.432141113,0.506030273,4.40892334,-27.62145996,-41.29333496,33.19702148,,,
246,40.31955686,11.10640066,30,7.86619873,3.948950195,3.448303223,24.89776611,33.0581665,-18.60656738,,,
247,39.5005293,11.10640066,30,7.690344238,5.209240723,2.69284668,50.67138672,67.15240479,-40.62042236,,,
248,38.47089465,11.10640066,30,8.093493652,4.201367188,3.003283691,-10.56365967,-17.89093018,10.54229736,,,
249,35.33518913,11.10640066,30,9.687548828,0.174060059,3.914257813,-25.7522583,-35.3012085,23.03924561,,,
250,34.86717338,11.10640066,30,8.16048584,3.387890625,3.551782227,36.09161377,24.02191162,-40.12908936,,,
251,30.56142848,11.10640066,30,9.241333008,-0.940283203,4.502832031,9.880065918,-23.45581055,-28.15551758,,,
252,33.04191195,11.1218191,30,9.139050293,0.907385254,3.692944336,1.409912109,-18.6706543,-2.082824707,,,
253,33.58013006,11.12953713,30,8.826818848,2.032495117,3.921435547,28.29437256,8.534240723,-31.32781982,,,
254,34.8203718,11.1218191,30,9.296960449,1.100585938,3.757543945,13.83209229,-1.420593262,-17.01507568,,,
255,36.99664504,11.13726105,30,8.089306641,3.533837891,3.225793457,-0.224304199,-11.81335449,2.467346191,,,
256,39.313323,11.1218191,30,7.881750488,-1.58269043,5.432348633,-30.13153076,14.3447876,19.15130615,,,
257,33.76733636,11.13726105,30,7.167565918,0.19140625,5.392871094,24.05395508,7.081604004,-33.33587646,,,
258,26.7705009,11.15272656,30,8.661730957,0.289501953,3.822741699,13.71459961,8.181762695,-2.905273438,,,
259,30.42102375,11.18372841,30,8.753845215,0.634033203,4.579992676,6.098937988,-0.939941406,-2.275085449,,,
260,30.09341273,11.16046816,30,8.765808105,0.655566406,4.917346191,2.285766602,-5.436706543,-4.080200195,,,
261,30.09341273,11.18372841,30,8.636010742,0.555078125,4.628442383,4.550170898,-5.97076416,-6.771850586,,,
262,30.77203556,11.19149365,30,8.417089844,-0.074768066,4.360473633,3.588867188,-5.137634277,-4.902648926,,,
263,30.42102375,11.19926481,30,8.444604492,-0.234472656,4.466943359,3.503417969,-4.219055176,-5.554199219,,,
264,26.46629066,11.18372841,30,8.482287598,0.298474121,5.211633301,7.65838623,-8.128356934,-8.192443848,,,
265,33.62693164,11.19926481,30,7.795617676,-0.217724609,5.486779785,10.29663086,-0.245666504,-2.851867676,,,
266,37.37105764,11.2070419,30,7.850646973,-1.32010498,5.762524414,6.878662109,-13.60778809,-13.37280273,,,
267,36.06061354,11.2070419,30,8.073156738,-1.43614502,5.743383789,3.952026367,-5.564880371,-4.934692383,,,
268,36.22441905,11.19926481,30,8.006164551,-1.513305664,5.702709961,4.176330566,-6.227111816,-4.763793945,,,
269,35.92020881,11.2070419,30,8.250805664,-1.878173828,6.081933594,-8.961486816,12.7746582,13.40484619,,,
270,21.76273238,11.19926481,30,7.949938965,-0.55447998,6.029296875,-6.718444824,-12.43286133,-1.217651367,,,
271,25.38985444,11.22261387,30,8.241235352,-1.289599609,5.663232422,-9.783935547,-9.538269043,1.676940918,,,
272,20.73309773,11.23040876,30,7.979248047,-0.589770508,5.79362793,12.21923828,-3.973388672,-7.70111084,,,
273,20.85010166,11.24601638,30,7.905078125,-0.701025391,5.732617188,5.212402344,-6.632995605,-6.29119873,,,
274,22.06694261,11.23040876,30,7.748364258,-0.266772461,5.527453613,10.0402832,-3.973388672,-7.348632813,,,
275,21.7159308,11.24601638,30,7.929003906,-1.835107422,5.802600098,-6.536865234,-12.42218018,-1.281738281,,,
276,21.06070875,11.25382912,30,8.152709961,0.125012207,5.829516602,3.001403809,-7.647705078,-3.450012207,,,
277,19.11844339,11.26164781,30,8.038464355,0.181835938,5.741589355,12.01629639,-6.130981445,-4.411315918,,,
278,18.74403079,11.26164781,30,7.792626953,-0.279931641,5.726635742,17.42095947,-2.542114258,-9.335327148,,,
279,15.88913471,11.26164781,30,7.619165039,0.199182129,5.921630859,8.38470459,-5.618286133,-5.618286133,,,
280,19.32905048,11.25382912,30,7.793225098,-0.482104492,5.927612305,2.830505371,-6.590270996,-5.126953125,,,
281,18.04200716,11.28513968,30,7.845263672,-0.793139648,5.973669434,8.950805664,-6.312561035,-6.248474121,,,
282,15.07010715,11.26164781,30,7.71427002,-0.112451172,6.113635254,12.74261475,-1.452636719,-5.436706543,,,
283,21.45852214,11.28513968,30,7.947546387,-2.497253418,6.79552002,-21.77886963,-12.39013672,0.961303711,,,
284,15.88913471,11.3008308,30,7.809375,0.208154297,5.921032715,14.04571533,1.441955566,-7.348632813,,,
285,16.31034889,11.3008308,30,7.754943848,0.12142334,5.988024902,18.37158203,-0.704956055,-8.88671875,,,
286,19.02484024,11.29298225,30,7.80279541,-0.2296875,5.997595215,3.439331055,-8.715820313,-6.782531738,,,
287,17.36338433,11.30868533,30,7.654455566,0.20456543,5.957519531,3.150939941,-7.167053223,-6.248474121,,,
288,16.49755519,11.3008308,30,7.704699707,0.805102539,5.769702148,13.93890381,2.114868164,-4.721069336,,,
289,31.75486864,11.29298225,30,8.438024902,-0.936096191,5.360571289,30.40924072,-50.77819824,8.000183105,,,
290,20.42888749,11.3008308,30,8.765209961,-0.138769531,5.572912598,3.866577148,7.872009277,16.22467041,,,
291,27.28531823,11.31654586,30,7.806982422,0.694445801,4.81027832,17.90161133,-9.548950195,-1.943969727,,,
292,23.86880325,11.33228489,30,8.045043945,0.104675293,5.246325684,4.849243164,-19.21539307,-8.587646484,,,
293,21.24791505,11.31654586,30,7.865002441,0.037683105,5.615979004,4.293823242,-6.098937988,-6.15234375,,,
294,20.61609379,11.30868533,30,8.089904785,0.389990234,6.436035156,2.381896973,-4.037475586,-2.59552002,,,
295,19.14184418,11.33228489,30,7.945153809,1.77409668,5.526257324,2.713012695,8.406066895,-0.32043457,,,
296,19.58645914,11.34804793,30,7.955322266,0.754260254,5.662036133,3.482055664,-11.20452881,-7.904052734,,,
297,26.44288988,11.34016341,30,7.769897461,0.219519043,5.572314453,7.252502441,-6.771850586,-7.060241699,,,
298,21.85633553,11.34016341,30,8.065380859,0.157312012,5.658447266,2.05078125,-7.220458984,-3.866577148,,,
299,21.31811741,11.34804793,30,7.013244629,1.266271973,7.059301758,22.27020264,3.385925293,0.50201416,,,
300,25.85787019,11.36383502,30,7.818347168,1.919445801,5.939575195,0.117492676,-10.17913818,-7.273864746,,,
301,24.96864026,11.34804793,30,7.914648438,0.67590332,5.859423828,4.058837891,-11.95220947,-6.398010254,,,
302,26.81730248,11.3717376,30,8.068969727,0.482702637,5.414404297,0.36315918,-9.239196777,-5.137634277,,,
303,13.17464336,11.3796462,30,7.33026123,-0.020935059,6.468933105,17.97637939,-9.228515625,-11.64245605,,,
304,22.11374419,11.3954815,30,7.865002441,-0.200976563,5.915649414,-8.139038086,-14.49432373,-6.568908691,,,
305,20.66289536,11.41134095,30,7.966687012,0.122619629,5.653662109,5.511474609,-5.575561523,-5.458068848,,,
306,21.99674025,11.4034082,30,7.606604004,1.367358398,6.024511719,1.463317871,-5.522155762,-2.210998535,,,
307,22.51155758,11.42722461,30,7.634716797,-0.185424805,6.044250488,7.872009277,-6.419372559,-7.391357422,,,
308,20.89690324,11.43517552,30,7.192687988,0.346325684,5.989819336,3.332519531,-2.456665039,5.094909668,,,
309,19.2822489,11.41134095,30,7.191491699,0.364868164,5.629138184,37.41607666,26.31835938,19.32220459,,,
310,21.83293474,11.41134095,30,7.375720215,0.140563965,6.588562012,7.434082031,5.415344238,2.41394043,,,
311,20.38208591,11.44313249,30,8.249609375,-0.715380859,5.954528809,6.814575195,-16.68395996,-12.06970215,,,
312,24.50062451,11.44313249,30,8.043847656,-0.270959473,4.739099121,12.92419434,-61.04278564,-34.31854248,,,
313,21.38831978,11.44313249,30,8.700610352,2.129992676,4.833007813,7.968139648,-3.55682373,-5.500793457,,,
314,19.37585205,11.45906464,30,8.623449707,1.19987793,4.685266113,4.699707031,-5.960083008,-5.180358887,,,
315,20.9671056,11.45906464,30,8.654553223,1.190307617,4.572814941,4.977416992,-7.124328613,-5.511474609,,,
316,17.85480086,11.46703983,30,8.653356934,1.376928711,4.425671387,4.432678223,3.909301758,-0.769042969,,,
317,18.04200716,11.45109553,30,8.656347656,1.088024902,4.380810547,5.191040039,-1.217651367,-3.129577637,,,
318,21.03730796,11.4750211,30,8.805285645,1.138867188,4.636218262,5.393981934,12.95623779,4.571533203,,,
319,24.31341821,11.46703983,30,8.37043457,0.598742676,4.978356934,7.167053223,-14.82543945,-10.2645874,,,
320,20.38208591,11.48300846,30,8.59354248,2.078552246,4.515991211,11.96289063,-0.907897949,2.606201172,,,
321,22.79236703,11.45906464,30,7.591052246,1.430163574,4.871887207,1.335144043,23.87237549,6.782531738,,,
322,15.93593629,11.49900145,30,8.256787109,1.565344238,5.34621582,-7.369995117,-6.269836426,-2.670288086,,,
323,17.36338433,11.4910019,30,7.585668945,1.590466309,6.303845215,6.632995605,-8.032226563,-7.177734375,,,
324,18.36961819,11.48300846,30,7.843469238,2.131188965,5.885742188,7.135009766,-14.71862793,-8.459472656,,,
325,16.68476149,11.51501883,30,7.787841797,1.116137695,5.814562988,7.01751709,-25.5065918,-12.15515137,,,
326,16.19334495,11.49900145,30,7.767504883,1.648486328,6.043054199,3.631591797,9.506225586,-1.54876709,,,
327,17.4101859,11.50700709,30,7.951135254,2.683874512,6.357080078,6.430053711,-12.03765869,-8.406066895,,,
328,14.15747644,11.50700709,30,7.440917969,1.076660156,5.834899902,2.339172363,-10.15777588,-7.327270508,,,
329,14.74249613,11.52303669,30,7.23515625,0.144152832,5.941967773,10.18981934,-52.04925537,-22.97515869,,,
330,15.7253292,11.52303669,30,7.697521973,1.873986816,5.764318848,4.187011719,-15.08178711,-7.423400879,,,
331,16.19334495,11.50700709,30,7.82791748,1.81895752,5.630334473,4.988098145,-9.976196289,-7.936096191,,,
332,15.79553156,11.51501883,30,7.117919922,-0.83560791,5.25111084,19.17266846,-60.96801758,-29.64019775,,,
333,16.0997418,11.53106066,30,7.846459961,2.180834961,6.122009277,1.708984375,12.48626709,4.667663574,,,
334,15.79553156,11.53106066,30,7.773486328,2.33515625,6.178833008,2.157592773,29.75769043,6.665039063,,,
335,15.79553156,11.52303669,30,7.409216309,1.711889648,5.929406738,5.746459961,-31.72302246,1.121520996,,,
336,17.43358669,11.53106066,30,7.14005127,-0.06998291,6.225488281,9.75189209,-54.57000732,-22.51586914,,,
337,16.52095598,11.53909074,30,7.497143555,1.022827148,5.551977539,11.99493408,-51.26953125,-25.15411377,,,
338,15.81893235,11.56321776,30,7.766906738,2.791540527,6.099279785,7.209777832,-20.753479,-12.09106445,,,
339,13.8532662,11.55516929,30,7.774084473,2.106066895,6.362463379,-1.847839355,45.52307129,16.47033691,,,
340,15.56152369,11.57933312,30,7.632324219,0.047253418,6.018530273,8.256530762,-48.73809814,-22.84698486,,,
341,13.92346856,11.57933312,30,7.998388672,2.861523438,6.223693848,-0.630187988,32.52410889,13.13781738,,,
342,15.42111896,11.56321776,30,7.593444824,1.643701172,5.629138184,-0.843811035,-7.679748535,-3.257751465,,,
343,16.4741544,11.57127237,30,7.730419922,1.076660156,5.877368164,4.614257813,-5.97076416,-4.454040527,,,
344,19.56305835,11.56321776,30,7.662231445,1.407434082,6.421081543,16.13922119,-18.12591553,-8.74786377,,,
345,15.79553156,11.57127237,30,7.372729492,1.193896484,6.331359863,8.908081055,-22.04589844,-10.09368896,,,
346,16.80176543,11.60355226,30,7.160986328,1.156811523,6.380407715,5.83190918,12.44354248,-0.662231445,,,
347,14.48508746,11.58740002,30,7.211828613,1.39666748,6.8140625,5.32989502,-5.928039551,-4.827880859,,,
348,15.79553156,11.57933312,30,6.994702148,0.499450684,6.321191406,9.89074707,-32.71636963,-15.32745361,,,
349,17.43358669,11.60355226,30,6.898400879,-0.339147949,6.216516113,8.662414551,-0.918579102,-6.494140625,,,
350,15.28071424,11.59547306,30,7.067077637,1.440930176,6.65435791,2.745056152,1.00402832,-2.104187012,,,
351,14.85950006,11.60355226,30,7.577294922,2.234069824,7.078442383,1.271057129,14.64385986,4.881286621,,,
352,16.848567,11.61972916,30,6.900793457,0.394775391,6.509606934,6.558227539,-22.64404297,-10.9161377,,,
353,15.65512684,11.61972916,30,7.057507324,0.532348633,6.564038086,6.494140625,-7.540893555,-6.622314453,,,
354,15.09350794,11.63593073,30,7.47800293,2.231677246,6.70579834,3.877258301,17.37823486,6.69708252,,,
355,15.46792054,11.61972916,30,7.188500977,1.874584961,6.777575684,1.303100586,16.06445313,3.930664063,,,
356,13.64265911,11.64404078,30,7.198071289,1.93918457,6.687854004,3.59954834,15.78674316,5.32989502,,,
357,14.0404725,11.61972916,30,6.937280273,1.089221191,6.687255859,2.381896973,1.292419434,-1.516723633,,,
358,14.20427801,11.64404078,30,7.497741699,2.339941406,6.904980469,2.360534668,19.12994385,3.55682373,,,
359,13.104441,11.65215702,30,7.370336914,2.056420898,7.106555176,1.837158203,12.15515137,2.221679688,,,
360,15.28071424,11.63593073,30,7.083825684,1.58807373,6.959411621,-0.459289551,7.540893555,2.264404297,,,
361,15.79553156,11.65215702,30,6.933691406,0.605322266,6.669311523,8.587646484,-24.69482422,-12.81738281,,,
362,14.29788116,11.66027944,30,7.587463379,2.537927246,6.885241699,-0.331115723,34.35058594,11.8560791,,,
363,17.33998354,11.64404078,30,7.12689209,1.509716797,7.15859375,6.387329102,-20.55053711,-11.93084717,,,
364,15.28071424,11.66840806,30,6.887634277,1.018041992,6.67947998,5.426025391,-4.763793945,-6.622314453,,,
365,16.16994416,11.66840806,30,7.410412598,2.05402832,7.156799316,1.751708984,21.97113037,5.725097656,,,
366,14.71909534,11.66840806,30,7.093395996,1.991821289,6.98572998,3.268432617,18.68133545,3.610229492,,,
367,14.6020914,11.67654288,30,6.793127441,0.864318848,6.490466309,3.588867188,5.799865723,-1.986694336,,,
368,16.56775755,11.69283112,30,7.332653809,2.383007813,6.826623535,4.838562012,22.74017334,4.902648926,,,
369,15.63172605,11.67654288,30,6.987524414,1.636523438,6.898400879,5.778503418,-11.73858643,-6.65435791,,,
370,16.0997418,11.67654288,30,6.813464355,0.590966797,6.582580566,7.637023926,-30.01403809,-14.38751221,,,
371,16.80176543,11.69283112,30,6.919934082,0.438439941,6.850549316,5.586242676,-10.06164551,-8.139038086,,,
372,15.1637103,11.68468389,30,7.090405273,1.95234375,6.693237305,3.973388672,17.91229248,3.55682373,,,
373,16.07634101,11.70914422,30,7.153210449,1.740600586,6.83918457,7.936096191,-19.20471191,-10.57434082,,,
374,16.19334495,11.70914422,30,7.002478027,0.638220215,6.758435059,5.383300781,-14.67590332,-10.06164551,,,
375,17.12937645,11.70914422,30,7.349401855,1.839892578,6.99888916,0.790405273,15.98968506,7.540893555,,,
376,18.04200716,11.7173101,30,7.346411133,1.804602051,6.555664063,9.794616699,-29.28771973,-15.56243896,,,
377,19.2822489,11.7254822,30,7.114929199,1.24354248,6.496447754,4.005432129,-14.29138184,-9.111022949,,,
378,17.12937645,11.74184511,30,6.79432373,1.377526855,6.763818359,4.945373535,12.83874512,0.160217285,,,
379,15.02330558,11.7254822,30,7.370935059,2.168273926,7.12689209,0.149536133,29.20227051,11.36474609,,,
380,18.27601504,11.73366054,30,7.300952148,2.224499512,6.791931152,5.928039551,-19.92034912,-10.15777588,,,
381,18.5334237,11.74184511,30,6.826025391,0.574816895,6.224291992,7.135009766,-43.36547852,-20.51849365,,,
382,19.32905048,11.75003592,30,6.837988281,0.787158203,6.44440918,4.507446289,-5.158996582,-7.006835938,,,
383,17.17617803,11.75823298,30,7.518676758,2.375231934,6.708190918,4.956054688,20.19805908,4.379272461,,,
384,17.01237251,11.75823298,30,7.066479492,1.845874023,6.504821777,0.373840332,6.483459473,3.182983398,,,
385,17.55059063,11.76643629,30,7.253100586,2.072570801,6.651367188,4.849243164,-10.78796387,-6.195068359,,,
386,17.45698748,11.75823298,30,7.362561035,2.228686523,6.629833984,4.817199707,-16.60919189,-8.171081543,,,
387,20.94370481,11.75003592,30,7.421777344,1.829724121,6.370837402,7.327270508,-35.24780273,-16.29943848,,,
388,18.20581268,11.79108377,30,7.436132813,1.655065918,6.293676758,8.56628418,-39.24255371,-18.93768311,,,
389,20.89690324,11.79108377,30,6.705200195,0.245239258,5.968884277,12.65716553,-48.51379395,-25.65612793,,,
390,19.35245126,11.77464586,30,7.334448242,2.461962891,6.472521973,7.092285156,21.84295654,6.024169922,,,
391,21.20111348,11.77464586,30,7.122705078,2.396765137,6.422875977,4.956054688,-18.6920166,-9.976196289,,,
392,22.93277175,11.79108377,30,6.639404297,0.34453125,6.760827637,4.069519043,-46.27075195,-23.73352051,,,
393,19.42265363,11.79931213,30,7.296765137,2.833410645,6.071166992,11.22589111,28.61480713,2.136230469,,,
394,20.00767331,11.79108377,30,7.132873535,2.516394043,6.590356445,4.988098145,-14.06707764,-7.434082031,,,
395,23.19018041,11.79108377,30,7.009057617,0.287109375,6.373828125,4.154968262,-49.59259033,-22.5692749,,,
396,19.11844339,11.81578767,30,7.345214844,2.391381836,6.388183594,8.491516113,38.33465576,8.790588379,,,
397,20.10127646,11.81578767,30,7.424768066,2.704211426,6.313415527,5.32989502,-29.88586426,-16.6519165,,,
398,22.86256939,11.83228835,30,7.303344727,1.006079102,6.035876465,5.201721191,-11.70654297,-11.72790527,,,
399,19.37585205,11.84881421,30,7.479797363,2.949450684,6.007763672,4.988098145,31.79779053,11.51428223,,,
400,22.34775206,11.83228835,30,7.06229248,0.407336426,6.228479004,1.965332031,-23.34899902,-9.623718262,,,
401,16.75496385,11.82403487,30,7.655053711,3.054125977,6.530541992,3.001403809,37.89672852,14.08843994,,,
402,21.24791505,11.84054813,30,7.577893066,2.51340332,6.673498535,2.926635742,-13.50097656,-3.578186035,,,
403,21.20111348,11.84054813,30,7.378710938,1.286010742,6.714770508,3.631591797,-22.90039063,-12.61444092,,,
404,24.64102924,11.85708659,30,7.000085449,1.071875,6.552075195,5.052185059,-48.05450439,-19.27947998,,,
405,19.18864575,11.85708659,30,7.521069336,2.735913086,5.941967773,8.139038086,32.01141357,13.71459961,,,
406,22.30095049,11.86536527,30,7.256689453,1.183129883,6.168066406,3.215026855,-14.78271484,-10.39276123,,,
407,20.56929221,11.84881421,30,7.31829834,2.691052246,6.071765137,6.782531738,10.59570313,0.395202637,,,
408,22.72216466,11.85708659,30,7.40144043,0.072973633,6.768603516,0.32043457,-52.11334229,-24.49188232,,,
409,20.9671056,11.87365027,30,7.443310547,2.25201416,6.2015625,7.028198242,-1.634216309,0.299072266,,,
410,20.14807804,11.88194159,30,7.591052246,2.859130859,6.151318359,8.02154541,-10.79864502,-5.639648438,,,
411,22.16054576,11.89854319,30,6.94864502,2.790942383,6.583776855,2.018737793,-13.25531006,-13.16986084,,,
412,20.10127646,11.89854319,30,7.481591797,2.917150879,6.738696289,8.288574219,-17.98706055,-7.359313965,,,
413,21.83293474,11.89854319,30,6.876269531,0.82244873,6.107055664,8.769226074,-9.20715332,-12.17651367,,,
414,24.82823554,11.90685349,30,7.022216797,1.360778809,6.589758301,11.69586182,1.741027832,-12.41149902,,,
415,20.85010166,11.9234931,30,7.615576172,1.862023926,6.729125977,-2.777099609,-30.59082031,-14.40887451,,,
416,19.86726859,11.91517013,30,7.149023438,2.399755859,6.315209961,2.349853516,-5.842590332,-1.997375488,,,
417,21.17771269,11.9234931,30,7.432543945,0.884057617,6.547888184,6.248474121,-15.18859863,-10.06164551,,,
418,23.5879938,11.93182242,30,7.931994629,1.97208252,6.168066406,4.016113281,-26.08337402,-3.012084961,,,
419,20.70969694,11.91517013,30,6.510803223,2.50144043,6.254199219,4.731750488,-0.309753418,0.117492676,,,
420,27.68313161,11.9234931,30,7.309924316,-0.218920898,6.806884766,7.391357422,-40.91949463,-13.36212158,,,
421,17.12937645,11.9234931,30,6.838586426,1.975073242,6.941467285,9.75189209,9.506225586,4.881286621,,,
422,27.47252453,11.93182242,30,6.766210938,0.453393555,7.308129883,1.580810547,0.352478027,-24.99389648,,,
423,19.44605441,11.93182242,30,6.75723877,1.442126465,7.098779297,3.086853027,4.325866699,-1.527404785,,,
